date,day_idx,bsi_z,move_ma30,sofr,tranche_return,hyg_return,afrm_return,gate_bsi,gate_move,gate_ccd2,approved,trs_cash_carry,trs_financing_drag,trs_mtm_trs,trs_mtm_hedge,trs_transaction_costs,trs_daily_pnl,naive_cash_carry,naive_mtm,naive_tx_costs,naive_htb_fee,naive_daily_pnl
2024-05-29,25,-0.486554,97.4700,0.053300,-0.003296,-0.002996,-0.031039,0,1,0,0,0.00021263,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021263,0.00021263,0.00000000,-0.00000000,-0.00000000,0.00021263
2024-05-30,26,-0.618448,96.8843,0.053300,0.004050,0.004050,0.022284,0,1,0,0,0.00021267,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021267,0.00021267,-0.00000000,-0.00000000,-0.00000000,0.00021267
2024-05-31,27,-0.725741,96.2137,0.053400,0.003213,0.003513,-0.003065,0,1,0,0,0.00021311,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021311,0.00021311,0.00000000,-0.00000000,-0.00000000,0.00021311
2024-06-03,28,-0.842819,95.7257,0.053500,-0.001856,-0.001556,-0.015716,0,1,0,0,0.00021356,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021356,0.00021356,0.00000000,-0.00000000,-0.00000000,0.00021356
2024-06-04,29,-0.234122,95.5010,0.053300,0.000081,-0.000519,0.046165,0,1,0,0,0.00021281,-0.00000000,-0.00000000,0.00000000,-0.00000000,0.00021281,0.00021281,-0.00000000,-0.00000000,-0.00000000,0.00021281
2024-06-05,30,0.045194,95.2417,0.053300,0.003248,0.003248,0.028534,0,1,0,0,0.00021285,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021285,0.00021285,-0.00000000,-0.00000000,-0.00000000,0.00021285
2024-06-06,31,-0.118443,94.9897,0.053300,-0.001684,-0.001684,0.006129,0,1,0,0,0.00021290,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021290,0.00021290,-0.00000000,-0.00000000,-0.00000000,0.00021290
2024-06-07,32,-0.709372,94.5703,0.053300,-0.002594,-0.002594,-0.036550,0,1,0,0,0.00021294,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021294,0.00021294,0.00000000,-0.00000000,-0.00000000,0.00021294
2024-06-10,33,-0.817251,94.1950,0.053200,0.001210,0.000910,0.012978,0,1,0,0,0.00021259,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021259,0.00021259,-0.00000000,-0.00000000,-0.00000000,0.00021259
2024-06-11,34,-0.545446,93.8553,0.053200,0.001299,0.001299,0.110381,0,1,0,0,0.00021263,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021263,0.00021263,-0.00000000,-0.00000000,-0.00000000,0.00021263
2024-06-12,35,-0.710993,93.5583,0.053100,0.004323,0.004023,0.057692,0,1,0,0,0.00021228,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021228,0.00021228,-0.00000000,-0.00000000,-0.00000000,0.00021228
2024-06-13,36,-0.521547,93.2660,0.053100,-0.000129,-0.000129,-0.064895,0,1,0,0,0.00021232,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021232,0.00021232,0.00000000,-0.00000000,-0.00000000,0.00021232
2024-06-14,37,-0.133013,93.4060,0.053100,-0.003878,-0.003878,-0.075681,0,1,0,0,0.00021237,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021237,0.00021237,0.00000000,-0.00000000,-0.00000000,0.00021237
2024-06-17,38,-0.865748,93.5583,0.053300,0.000049,0.000649,-0.002913,0,1,0,0,0.00021321,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021321,0.00021321,0.00000000,-0.00000000,-0.00000000,0.00021321
2024-06-18,39,-0.801807,93.5567,0.053300,0.003112,0.003112,-0.009088,0,1,0,0,0.00021326,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021326,0.00021326,0.00000000,-0.00000000,-0.00000000,0.00021326
2024-06-19,40,-0.801807,93.6370,0.053300,0.000000,0.000000,0.000000,0,1,0,0,0.00021330,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021330,0.00021330,-0.00000000,-0.00000000,-0.00000000,0.00021330
2024-06-20,41,-0.616358,93.6467,0.053200,-0.000346,-0.000646,-0.012774,0,1,0,0,0.00021295,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00021295,0.00021295,0.00000000,-0.00000000,-0.00000000,0.00021295
2024-06-21,42,-0.750521,93.6420,0.053100,0.001464,0.001164,-0.008958,0,1,0,0,0.00021259,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00021259,0.00021259,0.00000000,-0.00000000,-0.00000000,0.00021259
