date,day_idx,bsi_z,move_ma30,sofr,tranche_return,hyg_return,afrm_return,gate_bsi,gate_move,gate_ccd2,approved,trs_cash_carry,trs_financing_drag,trs_mtm_trs,trs_mtm_hedge,trs_transaction_costs,trs_daily_pnl,naive_cash_carry,naive_mtm,naive_tx_costs,naive_htb_fee,naive_daily_pnl
2022-06-27,10,-0.206545,117.0003,0.015000,-0.007330,-0.006130,-0.024914,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-06-28,11,-0.128345,117.5257,0.015200,-0.011595,-0.010995,-0.095154,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-06-29,12,-0.429790,118.0447,0.015100,-0.001191,-0.001491,-0.074002,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-06-30,13,-0.176391,118.7263,0.015000,-0.000243,-0.000543,-0.050473,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-01,14,0.279505,119.8287,0.015200,0.004427,0.005027,-0.048173,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-04,15,0.279505,120.9613,0.015200,0.000000,0.000000,0.000000,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-05,16,0.914914,122.4617,0.015400,-0.001546,-0.000946,0.153578,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-06,17,0.557283,123.9767,0.015400,-0.003788,-0.003788,0.017146,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-07,18,0.419968,125.5507,0.015400,0.016298,0.016298,0.170550,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-08,19,0.110051,127.1097,0.015300,0.001102,0.000802,-0.011436,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-11,20,0.210859,128.7510,0.015300,-0.005608,-0.005608,-0.084404,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-12,21,0.187306,130.1173,0.015400,0.003728,0.004028,0.038839,0,0,1,0,0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000
2022-07-13,22,-0.539227,131.0080,0.015300,-0.000770,-0.001070,-0.063514,0,0,1,0,0.00000000,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00000000,0.00000000,0.00000000,-0.00000000,-0.00000000,0.00000000
