date,day_idx,bsi_z,move_ma30,sofr,tranche_return,hyg_return,afrm_return,gate_bsi,gate_move,gate_ccd2,approved,trs_cash_carry,trs_financing_drag,trs_mtm_trs,trs_mtm_hedge,trs_transaction_costs,trs_daily_pnl,naive_cash_carry,naive_mtm,naive_tx_costs,naive_htb_fee,naive_daily_pnl
2022-10-10,51,0.079524,136.4840,0.030500,-0.012202,-0.012202,-0.016402,0,1,1,0,0.00012163,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00012163,0.00012163,0.00000000,-0.00000000,-0.00000000,0.00012163
2022-10-11,52,0.553462,137.4133,0.030500,0.003088,0.003088,0.040882,0,1,1,0,0.00012165,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00012165,0.00012165,-0.00000000,-0.00000000,-0.00000000,0.00012165
2022-10-12,53,0.880254,138.6093,0.030400,0.001979,0.001679,0.023773,0,1,1,0,0.00012126,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00012126,0.00012126,-0.00000000,-0.00000000,-0.00000000,0.00012126
2022-10-13,54,0.450450,139.5593,0.030400,0.002235,0.002235,-0.053003,0,1,1,0,0.00012128,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00012128,0.00012128,0.00000000,-0.00000000,-0.00000000,0.00012128
2022-10-14,55,0.274107,140.6317,0.030400,-0.003206,-0.003206,-0.079424,0,1,1,0,0.00012129,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00012129,0.00012129,0.00000000,-0.00000000,-0.00000000,0.00012129
2022-10-17,56,0.083306,141.6217,0.030500,0.012006,0.012306,0.067168,0,1,1,0,0.00012171,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00012171,0.00012171,-0.00000000,-0.00000000,-0.00000000,0.00012171
2022-10-18,57,-0.252363,142.0300,0.030400,0.007345,0.007045,0.059685,0,1,1,0,0.00012132,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00012132,0.00012132,-0.00000000,-0.00000000,-0.00000000,0.00012132
2022-10-19,58,-0.127169,142.5170,0.030400,-0.009602,-0.009602,-0.082949,0,1,1,0,0.00012134,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00012134,0.00012134,0.00000000,-0.00000000,-0.00000000,0.00012134
2022-10-20,59,0.412289,143.5660,0.030300,-0.005240,-0.005540,0.006700,0,1,1,0,0.00012095,-0.00000000,0.00000000,0.00000000,-0.00000000,0.00012095,0.00012095,-0.00000000,-0.00000000,-0.00000000,0.00012095
2022-10-21,60,0.482874,144.7463,0.030200,0.009910,0.009610,0.014975,0,1,1,0,0.00012057,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00012057,0.00012057,-0.00000000,-0.00000000,-0.00000000,0.00012057
